gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c
3893,5209142501,5211038797,1896296,6.277906128958
3894,5211038797,5212760473,1721676,6.235951425485
3895,5212760473,5213597425,836952,5.922700551502
3896,5213597425,5215700269,2102844,6.322807055638
3897,5215700269,5215734229,33960,4.530967681572
3898,5215734229,5218260041,2525812,6.402401022228
3899,5218260041,5219354489,1094448,6.039195131962
3900,5219354489,5220842201,1487712,6.172518866078
3901,5220842201,5222924741,2082540,6.318593351789
3902,5222924741,5225029465,2104724,6.323195153314
3903,5225029465,5225952673,923208,5.965299559179
3904,5225952673,5227441325,1488652,6.172793185231
3905,5227441325,5227591525,150200,5.176669932668
3906,5227591525,5229697189,2105664,6.323389072173
3907,5229697189,5230419265,722076,5.858582910372
3908,5230419265,5232260393,1841128,6.265083982834
3909,5232260393,5235534421,3274028,6.515082389246
3910,5235534421,5236931345,1396924,6.145172778857
3911,5236931345,5237024437,93092,4.968912360840
3912,5237024437,5240652077,3627640,6.559624181979
3913,5240652077,5241146857,494780,5.694412136258
3914,5241146857,5242142821,995964,5.998243640749
3915,5242142821,5243633777,1490956,6.173464827062
3916,5243633777,5243712865,79088,4.898110593117
3917,5243712865,5245821773,2108908,6.324057634285
3918,5245821773,5247263705,1441932,6.158944779994
3919,5247263705,5248755389,1491684,6.173676831453
3920,5248755389,5250247285,1491896,6.173738549544
3921,5250247285,5250498773,251488,5.400517267093
3922,5250498773,5251739393,1240620,6.093638778134
3923,5251739393,5253067069,1327676,6.123092104716
3924,5253067069,5255177857,2110788,6.324444616513
3925,5255177857,5256864961,1687104,6.227141855105
3926,5256864961,5261993029,5128068,6.709953775448
3927,5261993029,5263486805,1493776,6.174285477494
3928,5263486805,5264542277,1055472,6.023446716652
3929,5264542277,5264980793,438516,5.641985443962
3930,5264980793,5267114005,2133212,6.329034018063
3931,5267114005,5268618101,1504096,6.177275556295
3932,5268618101,5269227613,609512,5.784982260377
3933,5269227613,5270112817,885204,5.947043367720
3934,5270112817,5271341645,1228828,6.089491098608
3935,5271341645,5271607745,266100,5.425044874551
3936,5271607745,5273102885,1495140,6.174681860474
3937,5273102885,5273915033,812148,5.909635179151
3938,5273915033,5276030005,2114972,6.325304622148
3939,5276030005,5276742997,712992,5.853084656955
3940,5276742997,5278604537,1861540,6.269872372595
3941,5278604537,5279734945,1130408,6.053235222393
3942,5279734945,5280720449,985504,5.993658391350
3943,5280720449,5283377345,2656896,6.424374554971
3944,5283377345,5284874153,1496808,6.175166095675
3945,5284874153,5285412977,538824,5.731446931586
3946,5285412977,5286371173,958196,5.981454353559
3947,5286371173,5287989797,1618624,6.209145975566
3948,5287989797,5290015861,2026064,6.306653159883
3949,5290015861,5290107589,91728,4.962501924431
3950,5290107589,5291513609,1406020,6.147991498371
3951,5291513609,5292685553,1171944,6.068906859914
3952,5292685553,5293011569,326016,5.513238914611
3953,5293011569,5294509741,1498172,6.175561676089
3954,5294509741,5294804285,294544,5.469150180379
3955,5294804285,5297383393,2579108,6.411469528575
3956,5297383393,5299503065,2119672,6.326268662999
3957,5299503065,5299656133,153068,5.184884407707
3958,5299656133,5301155245,1499112,6.175834080590
3959,5301155245,5301623161,467916,5.670167895786
3960,5301623161,5304203929,2580768,6.411748965083
3961,5304203929,5304805025,601096,5.778943837961
3962,5304805025,5306304865,1499840,6.176044931840
3963,5306304865,5306324965,20100,4.303196057420
3964,5306324965,5307804917,1479952,6.170247629940
3965,5307804917,5308906877,1101960,6.042165830365
3966,5308906877,5311456985,2550108,6.406558573693
3967,5311456985,5312957765,1500780,6.176317033490
3968,5312957765,5313611909,654144,5.815673362271
3969,5313611909,5314458757,846848,5.927805466192
3970,5314458757,5315734825,1276068,6.105873817989
3971,5315734825,5315959961,225136,5.352444945695
3972,5315959961,5318319025,2359064,6.372739723196
3973,5318319025,5319614833,1295808,6.112540656845
3974,5319614833,5320442881,828048,5.918055512547
3975,5320442881,5321116765,673884,5.828585145058
3976,5321116765,5323028225,1911460,6.281365214225
3977,5323028225,5327739509,4711284,6.673139284649
3978,5327739509,5327778941,39432,4.595848805147
3979,5327778941,5329865245,2086304,6.319377590717
3980,5329865245,5331991405,2126160,6.327595943396
3981,5331991405,5332452877,461472,5.664145355168
3982,5332452877,5332941473,488596,5.688949907203
3983,5332941473,5334579553,1638080,6.214335107870
3984,5334579553,5335949309,1369756,6.136643211469
3985,5335949309,5336706653,757344,5.879293189100
3986,5336706653,5337453545,746892,5.873257807712
3987,5337453545,5341115797,3662252,6.563748224849
3988,5341115797,5341423985,308188,5.488815724469
3989,5341423985,5344014421,2590436,6.413372866961
3990,5344014421,5344125937,111516,5.047337183198
3991,5344125937,5346143401,2017464,6.304805793832
3992,5346143401,5347790477,1647076,6.216713639011
3993,5347790477,5348734981,944504,5.975203801511
3994,5348734981,5350802497,2067516,6.315448879136
3995,5350802497,5350864901,62404,4.795212428180
3996,5350864901,5355588485,4723584,6.674271642866
3997,5355588485,5355976169,387684,5.588477877729
3998,5355976169,5357483225,1507056,6.178129390363
3999,5357483225,5358182353,699128,5.844556695924
4000,5358182353,5358990493,808140,5.907486603300
4001,5358990493,5360314153,1323660,6.121776445008
4002,5360314153,5362446377,2132224,6.328832827397
4003,5362446377,5362909165,462788,5.665382089257
4004,5362909165,5364168121,1258956,6.100010551958
4005,5364168121,5365041905,873784,5.941404088010
4006,5365041905,5365676329,634424,5.802379603803
4007,5365676329,5367175069,1498740,6.175726298386
4008,5367175069,5369348249,2173180,6.337095699523
4009,5369348249,5369771741,423492,5.626845210679
4010,5369771741,5370857185,1085444,6.035607422338
4011,5370857185,5371905845,1048660,6.020634702628
4012,5371905845,5372366333,460488,5.663218317265
4013,5372366333,5374503661,2137328,6.329871175257
4014,5374503661,5376040541,1536880,6.186639958995
4015,5376040541,5376638705,598164,5.776820271832
4016,5376638705,5377550417,911712,5.959857671043
4017,5377550417,5379237665,1687248,6.227178922017
4018,5379237665,5380570805,1333140,6.124875759342
4019,5380570805,5381373649,802844,5.904631166050
4020,5381373649,5383973753,2600104,6.414990719403
4021,5383973753,5384247817,274064,5.437851992022
4022,5384247817,5385758845,1511028,6.179272512077
4023,5385758845,5386110677,351832,5.546335337087
4024,5386110677,5388711925,2601248,6.415181759307
4025,5388711925,5390849789,2137864,6.329980074152
4026,5390849789,5390949385,99596,4.998241896528
4027,5390949385,5392461353,1511968,6.179542599650
4028,5392461353,5392988077,526724,5.721583107289
4029,5392988077,5393452181,464104,5.666615311514
4030,5393452181,5393973533,521352,5.717131043912
4031,5393973533,5395590985,1617452,6.208831401276
4032,5395590985,5397655121,2064136,6.314738308316
4033,5397655121,5397730213,75092,4.875593671479
4034,5397730213,5399168029,1437816,6.157703312126
4035,5399168029,5400334265,1166236,6.066786443328
4036,5400334265,5400681149,346884,5.540184268502
4037,5400681149,5402194481,1513332,6.179934215499
4038,5402194481,5405079629,2885148,6.460168096152
4039,5405079629,5405878873,799244,5.902679384666
4040,5405878873,5407220737,1341864,6.127708501643
4041,5407220737,5408907205,1686468,6.226978105054
4042,5408907205,5409827077,919872,5.963727399562
4043,5409827077,5412593885,2766808,6.441979022736
4044,5412593885,5414108885,1515000,6.180412632838
4045,5414108885,5414576609,467724,5.669989655134
4046,5414576609,5415624097,1047488,6.020149056399
4047,5415624097,5419313065,3688968,6.566904887950
4048,5419313065,5419328225,15160,4.180699201296
4049,5419328225,5420829005,1500780,6.176317033490
4050,5420829005,5421472153,643148,5.808310923449
4051,5421472153,5422345157,873004,5.941016233596
4052,5422345157,5423616505,1271348,6.104264444176
4053,5423616505,5423861521,245016,5.389194445527
4054,5423861521,5424081925,220404,5.343219472041
4055,5424081925,5426226793,2144868,6.331400569884
4056,5426226793,5428372085,2145292,6.331486413238
4057,5428372085,5429070385,698300,5.844042042041
4058,5429070385,5430587689,1517304,6.181072602735
4059,5430587689,5433129749,2542060,6.405185796950
4060,5433129749,5434281749,1152000,6.061452479087
4061,5434281749,5435799781,1518032,6.181280926551
4062,5435799781,5437889497,2089716,6.320087267923
4063,5437889497,5440503217,2613720,6.417259061068
4064,5440503217,5441014373,511156,5.708553462952
4065,5441014373,5442533345,1518972,6.181549768361
4066,5442533345,5442651329,117984,5.071823115926
4067,5442651329,5444052529,1401200,6.146500128646
4068,5444052529,5445571925,1519396,6.181670978735
4069,5445571925,5447415245,1843320,6.265600735203
4070,5447415245,5449271077,1855832,6.268538658965
4071,5449271077,5450031253,760176,5.880914154096
4072,5450031253,5450791201,759948,5.880783876379
4073,5450791201,5454331661,3540460,6.549059692106
4074,5454331661,5454798397,466736,5.669071299917
4075,5454798397,5456012977,1214580,6.084426125493
4076,5456012977,5456949329,936352,5.971439142456
4077,5456949329,5457534041,584712,5.766942006921
4078,5457534041,5459055317,1521276,6.182208013792
4079,5459055317,5459100685,45368,4.656749634278
4080,5459100685,5461719497,2618812,6.418104322292
4081,5461719497,5462759045,1039548,6.016844547207
4082,5462759045,5463871793,1112748,6.046396822375
4083,5463871793,5464281049,409256,5.611995055214
4084,5464281049,5465803265,1522216,6.182476282495
4085,5465803265,5466491749,688484,5.837893851939
4086,5466491749,5467325693,833944,5.921136888398
4087,5467325693,5468644985,1319292,6.120340928946
4088,5468644985,5471266085,2621100,6.418483590431
4089,5471266085,5473420261,2154176,6.333281183041
4090,5473420261,5474078749,658488,5.818547864975
4091,5474078749,5476042505,1963756,6.293087524980
4092,5476042505,5477787569,1745064,6.241811359282
4093,5477787569,5478197621,410052,5.612838934478
4094,5478197621,5479311665,1114044,6.046902343961
4095,5479311665,5480821009,1509344,6.178788232669
4096,5480821009,5480835973,14964,4.175047699526
4097,5480835973,5482977065,2141092,6.330635328777
4098,5482977065,5484547081,1570016,6.195904078318
4099,5484547081,5485133545,586464,5.768241358172
4100,5485133545,5486072117,938572,5.972467593956
4101,5486072117,5487597365,1525248,6.183340464191
4102,5487597365,5487758593,161228,5.207440466684
4103,5487758593,5489122825,1364232,6.134888232309
4104,5489122825,5489916013,793188,5.899376135219
4105,5489916013,5492542205,2626192,6.419326474035
4106,5492542205,5494362925,1820720,6.260243162816
4107,5494362925,5495889325,1526400,6.183668357360
4108,5495889325,5497327901,1438576,6.157932810619
4109,5497327901,5499487201,2159300,6.334312984758
4110,5499487201,5499605525,118324,5.073072842772
4111,5499605525,5501132653,1527128,6.183875440045
4112,5501132653,5502115681,983028,5.992565888201
4113,5502115681,5502659993,544312,5.735847908957
4114,5502659993,5504275921,1615928,6.208422006253
4115,5504275921,5506378481,2102560,6.322748397953
4116,5506378481,5506905545,527064,5.721863353655
4117,5506905545,5507906549,1001004,6.000435812918
4118,5507906549,5509434829,1528280,6.184202929707
4119,5509434829,5510963321,1528492,6.184263170007
4120,5510963321,5511697493,734172,5.865797817273
4121,5511697493,5513859613,2162120,6.334879794100
4122,5513859613,5514684613,825000,5.916453948550
4123,5514684613,5516022157,1337544,6.126308077529
4124,5516022157,5516213833,191676,5.282567737708
4125,5516213833,5516491525,277692,5.443563368386
4126,5516491525,5518654585,2163060,6.335068566276
4127,5518654585,5520818069,2163484,6.335153687731
4128,5520818069,5521466845,648776,5.812094775759
4129,5521466845,5522997005,1530160,6.184736844859
4130,5522997005,5524527377,1530372,6.184797011151
4131,5524527377,5525616065,1088688,6.036903435961
4132,5525616065,5528250781,2634716,6.420733808816
4133,5528250781,5528253245,2464,3.391640703492
4134,5528253245,5529784345,1531100,6.185003556492
4135,5529784345,5530416145,631800,5.800579621569
4136,5530416145,5532847181,2431036,6.385791390141
4137,5532847181,5533052005,204824,5.311380843207
4138,5533052005,5535218309,2166304,6.335719401624
4139,5535218309,5536575853,1357544,6.132753914613
4140,5536575853,5539640569,3064716,6.486390235674
4141,5539640569,5540022557,381988,5.582049719939
4142,5540022557,5542660705,2638148,6.421299155797
4143,5542660705,5543371529,710824,5.851762082740
4144,5543371529,5544828889,1457360,6.163566845319
4145,5544828889,5544904721,75832,4.879852510259
4146,5544904721,5546997497,2092776,6.320722746174
4147,5546997497,5547468181,470684,5.672729435549
4148,5547468181,5549637305,2169124,6.336284379574
4149,5549637305,5550171373,534068,5.727596556925
4150,5550171373,5551705505,1534132,6.185862728847
4151,5551705505,5551806853,101348,5.005815182752
4152,5551806853,5553239849,1432996,6.156244978129
4153,5553239849,5554447805,1207956,6.082051115324
4154,5554447805,5554774405,326600,5.514016180401
4155,5554774405,5556618293,1843888,6.265734537944
4156,5556618293,5559260389,2642096,6.421948593563
4157,5559260389,5560045741,785352,5.895064354062
4158,5560045741,5561431817,1386076,6.141787043750
4159,5561431817,5561581237,149420,5.174408732073
4160,5561581237,5564075057,2493820,6.396865103582
4161,5564075057,5565319577,1244520,6.095001880310
4162,5565319577,5566855801,1536224,6.186454545690
4163,5566855801,5568392237,1536436,6.186514474501
4164,5568392237,5568891809,499572,5.698598089057
4165,5568891809,5571065117,2173308,6.337121278654
4166,5571065117,5572132865,1067748,6.028468766622
4167,5572132865,5573670029,1537164,6.186720204842
4168,5573670029,5573710645,40616,4.608697150397
4169,5573710645,5575207405,1496760,6.175152168391
4170,5575207405,5575884893,677488,5.830901607178
4171,5575884893,5576744993,860100,5.934548947666
4172,5576744993,5578059565,1314572,6.118784377697
4173,5578059565,5578531565,472000,5.673941998634
4174,5578531565,5580706753,2175188,6.337496798686
4175,5580706753,5582026741,1319988,6.120569983056
4176,5582026741,5582882365,855624,5.932282957902
4177,5582882365,5585530697,2648332,6.422972428173
4178,5585530697,5587310989,1780292,6.250491240280
4179,5587310989,5590389713,3078724,6.488370757221
4180,5590389713,5592534217,2144504,6.331326860636
4181,5592534217,5594137721,1603504,6.205070047629
4182,5594137721,5595677917,1540196,6.187575991162
4183,5595677917,5597218325,1540408,6.187635765434
4184,5597218325,5597363269,144944,5.161200242314
4185,5597363269,5598758945,1395676,6.144784610448
4186,5598758945,5600015033,1256088,6.099020066611
4187,5600015033,5602509757,2494724,6.397022505107
4188,5602509757,5605592665,3082908,6.488960564724
4189,5605592665,5607027625,1434960,6.156839795132
4190,5607027625,5609208361,2180736,6.338603093051
4191,5609208361,5609345765,137404,5.137999375756
4192,5609345765,5609681677,335912,5.526225518699
4193,5609681677,5610888053,1206376,6.081482688629
4194,5610888053,5611862929,974876,5.988949378836
4195,5611862929,5612430553,567624,5.754060749800
4196,5612430553,5614044605,1614052,6.207917522300
4197,5614044605,5616185941,2141336,6.330684818391
4198,5616185941,5618882933,2696992,6.430879658221
4199,5618882933,5619272609,389676,5.590703658581
4200,5619272609,5620816261,1543652,6.188549399941
4201,5620816261,5621539789,723528,5.859455342656
4202,5621539789,5623723345,2183556,6.339164334420
4203,5623723345,5626118833,2395488,6.379393999637
4204,5626118833,5626381345,262512,5.419149160750
4205,5626381345,5627663425,1282080,6.107915125397
4206,5627663425,5628565841,902416,5.955406786828
4207,5628565841,5631423905,2858064,6.456071949625
4208,5631423905,5632969225,1545320,6.189018425407
4209,5632969225,5633410421,441196,5.644631566357
4210,5633410421,5634514757,1104336,6.043101229865
4211,5634514757,5636070709,1555952,6.191996195188
4212,5636070709,5638257085,2186376,6.339724851430
4213,5638257085,5638277525,20440,4.310480891463
4214,5638277525,5639823785,1546260,6.189282521323
4215,5639823785,5640443885,620100,5.792461731347
4216,5640443885,5640918517,474632,5.676357015287
4217,5640918517,5641370257,451740,5.654888547524
4218,5641370257,5642916941,1546684,6.189401592901
4219,5642916941,5643105833,188892,5.276213564966
4220,5643105833,5645293573,2187740,6.339995707390
4221,5645293573,5646682513,1388940,6.142683485312
4222,5646682513,5647956665,1274152,6.105221240263
4223,5647956665,5648229925,273260,5.436576063999
4224,5648229925,5650145345,1915420,6.282264017826
4225,5650145345,5652809581,2664236,6.425572692329
4226,5652809581,5653545409,735828,5.866776309744
4227,5653545409,5654999201,1453792,6.162502274670
4228,5654999201,5655093761,94560,4.975707463537
4229,5655093761,5657664581,2570820,6.410071669897
4230,5657664581,5659855141,2190560,6.340555153114
4231,5659855141,5660412473,557332,5.746113979400
4232,5660412473,5661961765,1549292,6.190133278339
4233,5661961765,5662521665,559900,5.748110467495
4234,5662521665,5663511269,989604,5.995461442052
4235,5663511269,5664713165,1201896,6.079866889813
4236,5664713165,5665060985,347820,5.541354550754
4237,5665060985,5667380833,2319848,6.365459530182
4238,5667380833,5668833937,1453104,6.162296698269
4239,5668833937,5671766137,2932200,6.467193589412
4240,5671766137,5671935037,168900,5.227629649571
4241,5671935037,5672242085,307048,5.487206272890
4242,5672242085,5674435465,2193380,6.341113879104
4243,5674435465,5675710277,1274812,6.105446142901
4244,5675710277,5676629269,918992,5.963311730787
4245,5676629269,5677261661,632392,5.800986367304
4246,5677261661,5678813257,1551596,6.190778651322
4247,5678813257,5679299741,486484,5.687068561303
4248,5679299741,5682590785,3291044,6.517333688684
4249,5682590785,5684143109,1552324,6.190982372029
4250,5684143109,5684166101,22992,4.361576750790
4251,5684166101,5686361785,2195684,6.341569837175
4252,5686361785,5687248393,886608,5.947731645687
4253,5687248393,5689034545,1786152,6.251918414212
4254,5689034545,5691231169,2196624,6.341755724331
4255,5691231169,5692582201,1351032,6.130665635668
4256,5692582201,5693905073,1322872,6.121517824246
4257,5693905073,5694135889,230816,5.363265910510
4258,5694135889,5698777685,4641796,6.666686049946
4259,5698777685,5699472925,695240,5.842134750897
4260,5699472925,5700976189,1503264,6.177035257150
4261,5700976189,5701027553,51364,4.710658837302
4262,5701027553,5703175117,2147564,6.331946115196
4263,5703175117,5704812461,1637344,6.214139932684
4264,5704812461,5705851825,1039364,6.016767670278
4265,5705851825,5706367817,515992,5.712642968327
4266,5706367817,5707923385,1555568,6.191889000581
4267,5707923385,5708051693,128308,5.108253735467
4268,5708051693,5709479165,1427472,6.154567598274
4269,5709479165,5712930353,3451188,6.537968617692
4270,5712930353,5713266877,336524,5.527016042396
4271,5713266877,5714823385,1556508,6.192151357172
4272,5714823385,5715609349,785964,5.895402654234
4273,5715609349,5717811097,2201748,6.342767610516
4274,5717811097,5720170105,2359008,6.372729413692
4275,5720170105,5720491237,321132,5.506683584081
4276,5720491237,5721727553,1236316,6.092129489779
4277,5721727553,5723285213,1557660,6.192472667561
4278,5723285213,5727077501,3792288,6.578901311805
4279,5727077501,5727578837,501336,5.700128891607
4280,5727578837,5728635889,1057052,6.024096352263
4281,5728635889,5730194489,1558600,6.192734671903
4282,5730194489,5730261265,66776,4.824620400493
4283,5730261265,5731753301,1492036,6.173779301966
4284,5731753301,5732465833,712532,5.852804373398
4285,5732465833,5734670825,2204992,6.343407018129
4286,5734670825,5735149405,478580,5.679954545362
4287,5735149405,5735548393,398988,5.600959834002
4288,5735548393,5737354913,1806520,6.256842774009
4289,5737354913,5738667685,1312772,6.118189305115
4290,5738667685,5739560845,893160,5.950929265039
4291,5739560845,5742246077,2685232,6.428981814046
4292,5742246077,5742465065,218988,5.340420317230
4293,5742465065,5744025545,1560480,6.193258206872
4294,5744025545,5744452949,427404,5.630838582334
4295,5744452949,5745586237,1133288,6.054340290196
4296,5745586237,5749347137,3760900,6.575291785955
4297,5749347137,5749385905,38768,4.588473396793
4298,5749385905,5750947325,1561420,6.193519737879
4299,5750947325,5752034657,1087332,6.036362169434
4300,5752034657,5752508957,474300,5.676053124652
4301,5752508957,5754070801,1561844,6.193637653535
4302,5754070801,5754243409,172608,5.237060920437
4303,5754243409,5756932073,2688664,6.429536532211
4304,5756932073,5759141765,2209692,6.344331743358
4305,5759141765,5759435845,294080,5.468465489706
4306,5759435845,5760998629,1562784,6.193898956208
4307,5760998629,5761831573,832944,5.920615804158
4308,5761831573,5764042205,2210632,6.344516452361
4309,5764042205,5764803389,761184,5.881489650891
4310,5764803389,5766253261,1449872,6.161329662823
4311,5766253261,5766366901,113640,5.055531225051
4312,5766366901,5766733157,366256,5.563784748026
4313,5766733157,5768944729,2211572,6.344701082839
4314,5768944729,5771156725,2211996,6.344784337289
4315,5771156725,5773302125,2145400,6.331508276286
4316,5773302125,5773849337,547212,5.738155612609
4317,5773849337,5774866789,1017452,6.007513929812
4318,5774866789,5776431665,1564876,6.194479929966
4319,5776431665,5778756029,2324364,6.366304140419
4320,5778756029,5780241517,1485488,6.171869147856
4321,5780241517,5780969905,728388,5.862362782295
4322,5780969905,5781807121,837216,5.922837519530
4323,5781807121,5783664805,1857684,6.268971840590
4324,5783664805,5785879621,2214816,6.345337652228
4325,5785879621,5787185077,1305456,6.115762238641
4326,5787185077,5788575665,1390588,6.143198477346
4327,5788575665,5788751621,175956,5.245404080620
4328,5788751621,5790318377,1566756,6.195001366536
4329,5790318377,5793488609,3170232,6.501091045383
4330,5793488609,5794132805,644196,5.809018023832
4331,5794132805,5795700289,1567484,6.195203116490
4332,5795700289,5795705305,5016,3.700357527823
4333,5795705305,5797267985,1562680,6.193870053859
4334,5797267985,5797922425,654440,5.815869835969
4335,5797922425,5798403637,481212,5.682336448819
4336,5798403637,5798835893,432256,5.635741030283
4337,5798835893,5800621273,1785380,6.251730665456
4338,5800621273,5802839333,2218060,6.345973289927
4339,5802839333,5805790609,2951276,6.470009826129
4340,5805790609,5807758325,1967716,6.293962416995
4341,5807758325,5809610129,1851804,6.267595017863
4342,5809610129,5810459461,849332,5.929077487162
4343,5810459461,5811179705,720244,5.857479649073
4344,5811179705,5812679401,1499696,6.176003233120
4345,5812679401,5812749493,70092,4.845668452287
4346,5812749493,5815381681,2632188,6.420316904868
4347,5815381681,5816571301,1189620,6.075408256974
4348,5816571301,5817602561,1031260,6.013368172878
4349,5817602561,5818141817,539256,5.731794985953
4350,5818141817,5819712545,1570728,6.196100985596
4351,5819712545,5821283485,1570940,6.196159598047
4352,5821283485,5822527805,1244320,6.094932081611
4353,5822527805,5825232373,2704568,6.432097905228
4354,5825232373,5826679765,1447392,6.160586167872
4355,5826679765,5827455133,775368,5.889507873393
4356,5827455133,5828251645,796512,5.901192323131
4357,5828251645,5829678317,1426672,6.154324137821
4358,5829678317,5830160845,482528,5.683522519530
4359,5830160845,5832078545,1917700,6.282780668249
4360,5832078545,5832384545,306000,5.485721426482
4361,5832384545,5834608669,2224124,6.347158996496
4362,5834608669,5835223973,615304,5.789089738381
4363,5835223973,5837316041,2092068,6.320575796612
4364,5837316041,5839053161,1737120,6.239829820484
4365,5839053161,5839541105,487944,5.688369982071
4366,5839541105,5840626709,1085604,6.035671434849
4367,5840626709,5842249621,1622912,6.210294971489
4368,5842249621,5843774441,1524820,6.183218579669
4369,5843774441,5844475625,701184,5.845831997566
4370,5844475625,5847185285,2709660,6.432914800326
4371,5847185285,5847606433,421148,5.624434742601
4372,5847606433,5849181133,1574700,6.197197827488
4373,5849181133,5849412229,231096,5.363792428417
4374,5849412229,5852123033,2710804,6.433098117803
4375,5852123033,5854350917,2227884,6.347892574531
4376,5854350917,5854590325,239408,5.379138658593
4377,5854590325,5856165965,1575640,6.197456997498
4378,5856165965,5857062865,896900,5.952744024015
4379,5857062865,5857741817,678952,5.831839071965
4380,5857741817,5859291689,1549872,6.190295832371
4381,5859291689,5861520937,2229248,6.348158385681
4382,5861520937,5861578385,57448,4.759274913719
4383,5861578385,5862004781,426396,5.629813121942
4384,5862004781,5863154965,1150184,6.060767321912
4385,5863154965,5864234545,1079580,6.033254830340
4386,5864234545,5864731757,497212,5.696541601609
4387,5864731757,5866308761,1577004,6.197832794899
4388,5866308761,5866464733,155972,5.193046641066
4389,5866464733,5869179485,2714752,6.433730161751
4390,5869179485,5870148133,968648,5.986165986101
4391,5870148133,5873303809,3155676,6.499092406884
4392,5873303809,5874126509,822700,5.915241497306
4393,5874126509,5876358577,2232068,6.348707421258
4394,5876358577,5877145469,786892,5.895915130043
4395,5877145469,5878724141,1578672,6.198291906204
4396,5878724141,5879075617,351476,5.545895675235
4397,5879075617,5884026809,4951192,6.694709767964
4398,5884026809,5884146973,120164,5.079774376626
4399,5884146973,5885726585,1579612,6.198550424326
4400,5885726585,5887306409,1579824,6.198608707153
4401,5887306409,5888886445,1580036,6.198666982159
4402,5888886445,5888980085,93640,4.971461405025
4403,5888980085,5893450285,4470200,6.650326954218
4404,5893450285,5893935445,485160,5.685884987381
4405,5893935445,5894313961,378516,5.578084241999
4406,5894313961,5895894937,1580976,6.198925277177
4407,5895894937,5896171273,276336,5.441437466831
4408,5896171273,5898407525,2236252,6.349520741988
4409,5898407525,5899743977,1336452,6.125953365255
4410,5899743977,5901325681,1581704,6.199125212920
4411,5901325681,5902907597,1581916,6.199183418665
4412,5902907597,5903366849,459252,5.662051056294
4413,5903366849,5906758925,3392076,6.530465574130
4414,5906758925,5908328257,1569332,6.195714830467
4415,5908328257,5909924425,1596168,6.203078599817
4416,5909924425,5911052677,1128252,6.052406112047
4417,5911052677,5911507493,454816,5.657835734357
4418,5911507493,5913291749,1784256,6.251457165854
4419,5913291749,5916945421,3653672,6.562729556978
4420,5916945421,5918257325,1311904,6.117902056232
4421,5918257325,5920984033,2726708,6.435638632339
4422,5920984033,5922385849,1401816,6.146691012611
4423,5922385849,5923224985,839136,5.923832353276
4424,5923224985,5923970585,745600,5.872505899346
4425,5923970585,5925466361,1495776,6.174866560609
4426,5925466361,5925555533,89172,4.950228507353
4427,5925555533,5928194729,2639196,6.421471644315
4428,5928194729,5929414241,1219512,6.086186078129
4429,5929414241,5930437045,1022804,6.009792417804
4430,5930437045,5930999917,562872,5.750409645271
4431,5930999917,5932585805,1585888,6.200272512931
4432,5932585805,5933166557,580752,5.763990714103
4433,5933166557,5934171905,1005348,6.002316418293
4434,5934171905,5935409813,1237908,6.092688369582
4435,5935409813,5938033417,2623604,6.418898284365
4436,5938033417,5938140469,107052,5.029594785417
4437,5938140469,5940384665,2244196,6.351060783957
4438,5940384665,5941207285,822620,5.915199264113
4439,5941207285,5945071085,3863800,6.587014638151
4440,5945071085,5945361601,290516,5.463170055901
4441,5945361601,5946658853,1297252,6.113024348928
4442,5946658853,5948094545,1435692,6.157061280402
4443,5948094545,5948246833,152288,5.182665683119
4444,5948246833,5950340621,2093788,6.320932706430
4445,5950340621,5952112921,1772300,6.248537237482
4446,5952112921,5953074709,961788,5.983079354183
4447,5953074709,5953701629,626920,5.797212124921
4448,5953701629,5955290549,1588920,6.201102031611
4449,5955290549,5955321725,31176,4.493820392785
4450,5955321725,5956879681,1557956,6.192555188107
4451,5956879681,5957569165,689484,5.838524192495
4452,5957569165,5958056957,487792,5.688234673419
4453,5958056957,5960304913,2247956,6.351787806388
4454,5960304913,5962338433,2033520,6.308248448118
4455,5962338433,5962553293,214860,5.332155571396
4456,5962553293,5963928505,1375212,6.138369653318
4457,5963928505,5965290185,1361680,6.134075058705
4458,5965290185,5967799685,2509500,6.399587200018
4459,5967799685,5969390485,1590800,6.201615582314
4460,5969390485,5970277541,887056,5.947951037784
4461,5970277541,5970981497,703956,5.847545514889
4462,5970981497,5972527801,1546304,6.189294879326
4463,5972527801,5974854965,2327164,6.366826989984
4464,5974854965,5975266981,412016,5.614914081511
4465,5975266981,5976446705,1179724,6.071780414681
4466,5976446705,5977518181,1071476,6.029982447721
4467,5977518181,5978038657,520476,5.716400708279
4468,5978038657,5979630821,1592164,6.201987799976
4469,5979630821,5980258505,627684,5.797741058394
4470,5980258505,5983507093,3248588,6.511694635730
4471,5983507093,5985099985,1592892,6.202186331109
4472,5985099985,5985252113,152128,5.182209155712
4473,5985252113,5987505193,2253080,6.352776612470
4474,5987505193,5989758697,2253504,6.352858333286
4475,5989758697,5990247805,489108,5.689404766333
4476,5990247805,5990571649,323844,5.510335855100
4477,5990571649,5992165481,1593832,6.202442542080
4478,5992165481,5992501825,336344,5.526783684761
4479,5992501825,5994756269,2254444,6.353039451977
4480,5994756269,5997640373,2884104,6.460010916870
4481,5997640373,5999235145,1594772,6.202698601989
4482,5999235145,5999755925,520780,5.716654297264
4483,5999755925,6002425325,2669400,6.426413656132
