gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
4573,6119878477,6120968857,1090380,6.037577876971,21789,75134,14,1,30817,106265,15,2
4574,6120968857,6122156753,1187896,6.074778419935,30817,106265,15,2,21793,75148,8,1
4575,6122156753,6122579941,423188,5.626533344264,21793,75148,8,1,30821,106279,9,2
4576,6122579941,6124435453,1855512,6.268463767371,30821,106279,9,2,21797,75162,2,1
4577,6124435453,6127209245,2773792,6.443073891258,21797,75162,2,1,21802,75179,9,1
4578,6127209245,6128114077,904832,5.956567951309,21802,75179,9,1,30835,106327,17,2
4579,6128114077,6129488885,1374808,6.138242050630,30835,106327,17,2,21806,75193,3,1
4580,6129488885,6129726101,237216,5.375143978442,21806,75193,3,1,30839,106341,11,2
4581,6129726101,6131338337,1612236,6.207428614390,30839,106341,11,2,30843,106355,5,2
4582,6131338337,6132263821,925484,5.966368914962,30843,106355,5,2,21811,75210,10,1
4583,6132263821,6134544401,2280580,6.358045311372,21811,75210,10,1,21815,75224,4,1
4584,6134544401,6135263465,719064,5.856767546308,21815,75224,4,1,30853,106389,19,2
4585,6135263465,6136876429,1612964,6.207624674410,30853,106389,19,2,30857,106403,13,2
4586,6136876429,6137320481,444052,5.647433830454,30857,106403,13,2,21820,75241,11,1
4587,6137320481,6138489605,1169124,6.067860575884,21820,75241,11,1,30861,106417,7,2
4588,6138489605,6139602001,1112396,6.046259418541,30861,106417,7,2,21824,75255,5,1
4589,6139602001,6140102993,500992,5.699830790970,21824,75255,5,1,30865,106431,1,2
4590,6140102993,6142379225,2276232,6.357216524500,30865,106431,1,2,21829,75272,12,1
4591,6142379225,6142417021,37796,4.577445840317,21829,75272,12,1,30871,106451,21,2
4592,6142417021,6144661685,2244664,6.351151341390,30871,106451,21,2,21833,75286,6,1
4593,6144661685,6147259369,2597684,6.414586319407,21833,75286,6,1,30883,106493,3,2
4594,6147259369,6147440053,180684,5.256919696449,30883,106493,3,2,21838,75303,13,1
4595,6147440053,6149723453,2283400,6.358581996719,21838,75303,13,1,21842,75317,7,1
4596,6149723453,6151189589,1466136,6.166174257693,21842,75317,7,1,30893,106527,17,2
4597,6151189589,6152007277,817688,5.912587624300,30893,106527,17,2,21846,75331,1,1
4598,6152007277,6152804645,797368,5.901658802555,21846,75331,1,1,30897,106541,11,2
4599,6152804645,6154419913,1615268,6.208244589370,30897,106541,11,2,30901,106555,5,2
4600,6154419913,6154787305,367392,5.565129695264,30901,106555,5,2,21851,75348,8,1
4601,6154787305,6157072069,2284764,6.358841347167,21851,75348,8,1,21855,75362,2,1
4602,6157072069,6157567961,495892,5.695387102072,21855,75362,2,1,21856,75365,15,1
4603,6157567961,6158352421,784460,5.894570803599,21856,75365,15,1,30911,106589,19,2
4604,6158352421,6159853241,1500820,6.176328608503,30911,106589,19,2,21860,75379,9,1
4605,6159853241,6159968417,115176,5.061361991644,21860,75379,9,1,30915,106603,13,2
4606,6159968417,6163201045,3232628,6.509555730333,30915,106603,13,2,30923,106631,1,2
4607,6163201045,6164921261,1720216,6.235582982790,30923,106631,1,2,21869,75410,10,1
4608,6164921261,6165519421,598160,5.776817367639,21869,75410,10,1,30929,106651,21,2
4609,6165519421,6167207905,1688484,6.227496949636,30929,106651,21,2,21873,75424,4,1
4610,6167207905,6168753505,1545600,6.189097109071,21873,75424,4,1,30937,106679,9,2
4611,6168753505,6169991365,1237860,6.092671529445,30937,106679,9,2,21878,75441,11,1
4612,6169991365,6170370865,379500,5.579211780231,21878,75441,11,1,30941,106693,3,2
4613,6170370865,6172278949,1908084,6.280597489830,30941,106693,3,2,21882,75455,5,1
4614,6172278949,6174308465,2029516,6.307392479494,21882,75455,5,1,30951,106727,17,2
4615,6174308465,6175063553,755088,5.877997568434,30951,106727,17,2,21887,75472,12,1
4616,6175063553,6175926553,863000,5.936010795715,21887,75472,12,1,30955,106741,11,2
4617,6175926553,6177544853,1618300,6.209059034129,30955,106741,11,2,30959,106755,5,2
4618,6177544853,6180137825,2592972,6.413797827101,30959,106755,5,2,21896,75503,13,1
4619,6180137825,6181484741,1346916,6.129340511926,21896,75503,13,1,30969,106789,19,2
4620,6181484741,6182427289,942548,5.974303476230,30969,106789,19,2,21900,75517,7,1
4621,6182427289,6183103769,676480,5.830254961291,21900,75517,7,1,30973,106803,13,2
4622,6183103769,6184717177,1613408,6.207744206039,30973,106803,13,2,21904,75531,1,1
4623,6184717177,6184723009,5832,3.765817515310,21904,75531,1,1,30977,106817,7,2
4624,6184723009,6185214181,491172,5.691233601227,30977,106817,7,2,21905,75534,14,1
4625,6185214181,6186342461,1128280,6.052416889864,21905,75534,14,1,30981,106831,1,2
4626,6186342461,6187504585,1162124,6.065252470260,30981,106831,1,2,21909,75548,8,1
4627,6187504585,6189795413,2290828,6.359992482705,21909,75548,8,1,21913,75562,2,1
4628,6189795413,6190285153,489740,5.689965576899,21913,75562,2,1,30991,106865,15,2
4629,6190285153,6190292621,7468,3.873204309277,30991,106865,15,2,21914,75565,15,1
4630,6190292621,6191905333,1612712,6.207556817495,21914,75565,15,1,30995,106879,9,2
4631,6191905333,6194875733,2970400,6.472814936218,30995,106879,9,2,21922,75593,3,1
4632,6194875733,6197470705,2594972,6.414132676130,21922,75593,3,1,31009,106927,17,2
4633,6197470705,6197665429,194724,5.289419482209,31009,106927,17,2,21927,75610,10,1
4634,6197665429,6199091825,1426396,6.154240112290,21927,75610,10,1,31013,106941,11,2
4635,6199091825,6199958137,866312,5.937674330211,31013,106941,11,2,21931,75624,4,1
4636,6199958137,6200713157,755020,5.877958455966,21931,75624,4,1,31017,106955,5,2
4637,6200713157,6202748977,2035820,6.308739376581,31017,106955,5,2,21936,75641,11,1
4638,6202748977,6207904757,5155780,6.712294377490,21936,75641,11,1,31035,107017,7,2
4639,6207904757,6209527241,1622484,6.210180422732,31035,107017,7,2,31039,107031,1,2
4640,6209527241,6210129197,601956,5.779564747644,31039,107031,1,2,21949,75686,6,1
4641,6210129197,6212922325,2793128,6.446090838465,21949,75686,6,1,21954,75703,13,1
4642,6212922325,6213477313,554988,5.744283592870,21954,75703,13,1,31049,107065,15,2
4643,6213477313,6215217853,1740540,6.240684008419,31049,107065,15,2,21958,75717,7,1
4644,6215217853,6216723949,1506096,6.177852655093,21958,75717,7,1,31057,107093,3,2
4645,6216723949,6217513805,789856,5.897547921536,31057,107093,3,2,21962,75731,1,1
4646,6217513805,6218012125,498320,5.697508317866,21962,75731,1,1,21963,75734,14,1
4647,6218012125,6220308593,2296468,6.361060398145,21963,75734,14,1,21967,75748,8,1
4648,6220308593,6220676309,367716,5.565512527232,21967,75748,8,1,31067,107127,17,2
4649,6220676309,6222300461,1624152,6.210626671255,31067,107127,17,2,31071,107141,11,2
4650,6222300461,6222605485,305024,5.484334011994,31071,107141,11,2,21971,75762,2,1
4651,6222605485,6225401417,2795932,6.446526604705,21971,75762,2,1,21976,75779,9,1
4652,6225401417,6227699249,2297832,6.361318273203,21976,75779,9,1,21980,75793,3,1
4653,6227699249,6227879473,180224,5.255812624454,21980,75793,3,1,31085,107189,19,2
4654,6227879473,6229504565,1625092,6.210877952368,31085,107189,19,2,31089,107203,13,2
4655,6229504565,6231129869,1625304,6.210934604192,31089,107203,13,2,31093,107217,7,2
4656,6231129869,6232755385,1625516,6.210991248626,31093,107217,7,2,31097,107231,1,2
4657,6232755385,6232795097,39712,4.598921759819,31097,107231,1,2,21989,75824,4,1
4658,6232795097,6235086805,2291708,6.360159280805,21989,75824,4,1,31103,107251,21,2
4659,6235086805,6235593317,506512,5.704589738881,31103,107251,21,2,21994,75841,11,1
4660,6235593317,6237893029,2299712,6.361673451390,21994,75841,11,1,21998,75855,5,1
4661,6237893029,6238339081,446052,5.649385490992,21998,75855,5,1,31111,107279,9,2
4662,6238339081,6239965537,1626456,6.211242318945,31111,107279,9,2,31115,107293,3,2
4663,6239965537,6240692393,726856,5.861448379773,31115,107293,3,2,22003,75872,12,1
4664,6240692393,6242993045,2300652,6.361850931615,22003,75872,12,1,22007,75886,6,1
4665,6242993045,6243925277,932232,5.969524006540,22007,75886,6,1,31125,107327,17,2
4666,6243925277,6245552461,1627184,6.211436665209,31125,107327,17,2,31129,107341,11,2
4667,6245552461,6245793553,241092,5.382182799703,31129,107341,11,2,22012,75903,13,1
4668,6245793553,6247179857,1386304,6.141858476340,22012,75903,13,1,31133,107355,5,2
4669,6247179857,6248095145,915288,5.961557768526,31133,107355,5,2,22016,75917,7,1
4670,6248095145,6250397161,2302016,6.362108337837,22016,75917,7,1,22020,75931,1,1
4671,6250397161,6250896797,499636,5.698653722813,22020,75931,1,1,22021,75934,14,1
4672,6250896797,6251141885,245088,5.389322047844,22021,75934,14,1,31143,107389,19,2
4673,6251141885,6252770009,1628124,6.211687478234,31143,107389,19,2,31147,107403,13,2
4674,6252770009,6253199329,429320,5.632781120688,31147,107403,13,2,22025,75948,8,1
4675,6253199329,6254398345,1199016,6.078824978483,22025,75948,8,1,31151,107417,7,2
4676,6254398345,6255502285,1103940,6.042945469791,31151,107417,7,2,22029,75962,2,1
4677,6255502285,6256026893,524608,5.719834909071,22029,75962,2,1,31155,107431,1,2
4678,6256026893,6258305597,2278704,6.357687914686,31155,107431,1,2,22034,75979,9,1
4679,6258305597,6261621001,3315404,6.520536457109,22034,75979,9,1,31169,107479,9,2
4680,6261621001,6263413949,1792948,6.253567694113,31169,107479,9,2,22043,76010,10,1
4681,6263413949,6265718785,2304836,6.362640028715,22043,76010,10,1,22047,76024,4,1
4682,6265718785,6267217609,1498824,6.175750638641,22047,76024,4,1,31183,107527,17,2
4683,6267217609,6268524385,1306776,6.116201149707,31183,107527,17,2,22052,76041,11,1
4684,6268524385,6268847825,323440,5.509793728326,22052,76041,11,1,31187,107541,11,2
4685,6268847825,6270478253,1630428,6.212301625041,31187,107541,11,2,31191,107555,5,2
4686,6270478253,6270830161,351908,5.546429139857,31191,107555,5,2,22056,76055,5,1
4687,6270830161,6273636905,2806744,6.448202802924,22056,76055,5,1,22061,76072,12,1
4688,6273636905,6274447661,810756,5.908890171353,22061,76072,12,1,31201,107589,19,2
4689,6274447661,6276078817,1631156,6.212495497950,31201,107589,19,2,31205,107603,13,2
4690,6276078817,6277710185,1631368,6.212551939178,31205,107603,13,2,31209,107617,7,2
4691,6277710185,6278751509,1041324,6.017585877944,31209,107617,7,2,22070,76103,13,1
4692,6278751509,6279341765,590256,5.771040410412,22070,76103,13,1,31213,107631,1,2
4693,6279341765,6281059165,1717400,6.234871458563,31213,107631,1,2,22074,76117,7,1
4694,6281059165,6281681881,622716,5.794290024582,22074,76117,7,1,31219,107651,21,2
4695,6281681881,6283313977,1632096,6.212745700401,31219,107651,21,2,31223,107665,15,2
4696,6283313977,6283367245,53268,4.726466391073,31223,107665,15,2,22078,76131,1,1
4697,6283367245,6283868197,500952,5.699796114822,22078,76131,1,1,22079,76134,14,1
4698,6283868197,6286176793,2308596,6.363347938841,22079,76134,14,1,22083,76148,8,1
4699,6286176793,6286578805,402012,5.604239016905,22083,76148,8,1,31231,107693,3,2
4700,6286578805,6288485813,1907008,6.280352514938,31231,107693,3,2,22087,76162,2,1
4701,6288485813,6288986969,501156,5.699972934237,22087,76162,2,1,22088,76165,15,1
4702,6288986969,6290553305,1566336,6.194884929685,22088,76165,15,1,31241,107727,17,2
4703,6290553305,6292186553,1633248,6.213052135045,31241,107727,17,2,31245,107741,11,2
4704,6292186553,6293606465,1419912,6.152261429525,31245,107741,11,2,22096,76193,3,1
4705,6293606465,6293820013,213548,5.329495508364,22096,76193,3,1,31249,107755,5,2
4706,6293820013,6296418301,2598288,6.414687287568,31249,107755,5,2,22101,76210,10,1
4707,6296418301,6297796801,1378500,6.139406770442,22101,76210,10,1,31259,107789,19,2
4708,6297796801,6298729201,932400,5.969602264849,31259,107789,19,2,22105,76224,4,1
4709,6298729201,6299430989,701788,5.846205937863,22105,76224,4,1,31263,107803,13,2
4710,6299430989,6301065389,1634400,6.213358353624,31263,107803,13,2,31267,107817,7,2
4711,6301065389,6302700001,1634612,6.213414682834,31267,107817,7,2,31271,107831,1,2
4712,6302700001,6303854021,1154020,6.062213335522,31271,107831,1,2,22114,76255,5,1
4713,6303854021,6305044465,1190444,6.075708970457,22114,76255,5,1,31277,107851,21,2
4714,6305044465,6308314933,3270468,6.514609904120,31277,107851,21,2,31285,107879,9,2
4715,6308314933,6308980925,665992,5.823469012388,31285,107879,9,2,22123,76286,6,1
4716,6308980925,6309950485,969560,5.986574690014,22123,76286,6,1,31289,107893,3,2
4717,6309950485,6311796193,1845708,6.266162994621,31289,107893,3,2,22128,76303,13,1
4718,6311796193,6313932365,2136172,6.329636218227,22128,76303,13,1,31299,107927,17,2
4719,6313932365,6314109913,177548,5.249315784529,31299,107927,17,2,22132,76317,7,1
4720,6314109913,6315568645,1458732,6.163975510117,22132,76317,7,1,31303,107941,11,2
4721,6315568645,6316424057,855412,5.932175338389,31303,107941,11,2,22136,76331,1,1
4722,6316424057,6316926325,502268,5.700935509702,22136,76331,1,1,22137,76334,14,1
4723,6316926325,6317205137,278812,5.445311461756,22137,76334,14,1,31307,107955,5,2
4724,6317205137,6319240985,2035848,6.308745349684,31307,107955,5,2,22141,76348,8,1
4725,6319240985,6321189305,1948320,6.289660288693,22141,76348,8,1,31317,107989,19,2
4726,6321189305,6321556069,366764,5.564386700584,31317,107989,19,2,22145,76362,2,1
4727,6321556069,6322826525,1270456,6.103959628624,22145,76362,2,1,31321,108003,13,2
4728,6322826525,6324374141,1547616,6.189663211018,31321,108003,13,2,22150,76379,9,1
4729,6324374141,6326101601,1727460,6.237407999907,22150,76379,9,1,31329,108031,1,2
4730,6326101601,6326690165,588564,5.769793694598,31329,108031,1,2,22154,76393,3,1
4731,6326690165,6329509381,2819216,6.450128351506,22154,76393,3,1,22159,76410,10,1
4732,6329509381,6330088573,579192,5.762822554605,22159,76410,10,1,31339,108065,15,2
4733,6330088573,6331726945,1638372,6.214412517207,31339,108065,15,2,31343,108079,9,2
4734,6331726945,6331826345,99400,4.997386384397,31343,108079,9,2,22163,76424,4,1
4735,6331826345,6334646705,2820360,6.450304546630,22163,76424,4,1,22168,76441,11,1
4736,6334646705,6336964609,2317904,6.365095444944,22168,76441,11,1,22172,76455,5,1
4737,6336964609,6337354789,390180,5.591265004392,22172,76455,5,1,31357,108127,17,2
4738,6337354789,6339786113,2431324,6.385842837098,31357,108127,17,2,22177,76472,12,1
4739,6339786113,6342104957,2318844,6.365271532503,22177,76472,12,1,22181,76486,6,1
4740,6342104957,6344625173,2520216,6.401437764428,22181,76486,6,1,31375,108189,19,2
4741,6344625173,6344927605,302432,5.480627741486,31375,108189,19,2,22186,76503,13,1
4742,6344927605,6346265425,1337820,6.126397684235,22186,76503,13,1,31379,108203,13,2
4743,6346265425,6347905889,1640464,6.214966704230,31379,108203,13,2,31383,108217,7,2
4744,6347905889,6349546565,1640676,6.215022825230,31383,108217,7,2,31387,108231,1,2
4745,6349546565,6349567597,21032,4.322880573098,31387,108231,1,2,22194,76531,1,1
4746,6349567597,6350071181,503584,5.702071923139,22194,76531,1,1,22195,76534,14,1
4747,6350071181,6351899725,1828544,6.262105415168,22195,76534,14,1,31393,108251,21,2
4748,6351899725,6352391905,492180,5.692123961935,31393,108251,21,2,22199,76548,8,1
4749,6352391905,6353540917,1149012,6.060324564377,22199,76548,8,1,31397,108265,15,2
4750,6353540917,6354713053,1172136,6.068978004705,31397,108265,15,2,22203,76562,2,1
4751,6354713053,6355216841,503788,5.702247818589,22203,76562,2,1,22204,76565,15,1
4752,6355216841,6356823937,1607096,6.206041820152,22204,76565,15,1,31405,108293,3,2
4753,6356823937,6357538505,714568,5.854043563595,31405,108293,3,2,22208,76579,9,1
4754,6357538505,6360820577,3282072,6.516148104097,22208,76579,9,1,31415,108327,17,2
4755,6360820577,6362462921,1642344,6.215464128213,31415,108327,17,2,31419,108341,11,2
4756,6362462921,6362687189,224268,5.350767310075,31419,108341,11,2,22217,76610,10,1
4757,6362687189,6364105477,1418288,6.151764428386,22217,76610,10,1,31423,108355,5,2
4758,6364105477,6365010217,904740,5.956523791594,31423,108355,5,2,22221,76624,4,1
4759,6365010217,6367837957,2827740,6.451439475225,22221,76624,4,1,22226,76641,11,1
4760,6367837957,6368104405,266448,5.425612464707,22226,76641,11,1,31433,108389,19,2
4761,6368104405,6369747689,1643284,6.215712626718,31433,108389,19,2,31437,108403,13,2
4762,6369747689,6371391185,1643496,6.215768651417,31437,108403,13,2,31441,108417,7,2
4763,6371391185,6372990809,1599624,6.204017911459,31441,108417,7,2,22235,76672,12,1
4764,6372990809,6373034893,44084,4.644280993718,22235,76672,12,1,31445,108431,1,2
4765,6373034893,6378145745,5110852,6.708493304842,31445,108431,1,2,22244,76703,13,1
4766,6378145745,6378681061,535316,5.728610224157,22244,76703,13,1,31459,108479,9,2
4767,6378681061,6380325709,1644648,6.216072961243,31459,108479,9,2,31463,108493,3,2
4768,6380325709,6380471593,145884,5.164007662745,31463,108493,3,2,22248,76717,7,1
4769,6380471593,6382797865,2326272,6.366660493364,22248,76717,7,1,22252,76731,1,1
4770,6382797865,6384329729,1531864,6.185220210028,22252,76731,1,1,31473,108527,17,2
4771,6384329729,6385629553,1299824,6.113884551535,31473,108527,17,2,22257,76748,8,1
4772,6385629553,6385975105,345552,5.538513410940,22257,76748,8,1,31477,108541,11,2
4773,6385975105,6387620693,1645588,6.216321111725,31477,108541,11,2,31481,108555,5,2
4774,6387620693,6387956765,336072,5.526432330523,31481,108555,5,2,22261,76762,2,1
4775,6387956765,6388461869,505104,5.703380807774,22261,76762,2,1,22262,76765,15,1
4776,6388461869,6391627001,3165132,6.500391826731,22262,76765,15,1,31491,108589,19,2
4777,6391627001,6393117749,1490748,6.173404235365,31491,108589,19,2,22270,76793,3,1
4778,6393117749,6393273317,155568,5.191920268408,22270,76793,3,1,31495,108603,13,2
4779,6393273317,6394919845,1646528,6.216569120497,31495,108603,13,2,31499,108617,7,2
4780,6394919845,6396566585,1646740,6.216625034823,31499,108617,7,2,31503,108631,1,2
4781,6396566585,6398280817,1714232,6.234069597926,31503,108631,1,2,22279,76824,4,1
4782,6398280817,6400575697,2294880,6.360759981071,22279,76824,4,1,31513,108665,15,2
4783,6400575697,6401115937,540240,5.732586736712,31513,108665,15,2,22284,76841,11,1
4784,6401115937,6402223165,1107228,6.044237059854,22284,76841,11,1,31517,108679,9,2
4785,6402223165,6403445969,1222804,6.087356850708,31517,108679,9,2,22288,76855,5,1
4786,6403445969,6407882245,4436276,6.647018557664,22288,76855,5,1,31531,108727,17,2
