gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
333,454450817,456839261,2388444,6.378115063172,8397,28955,5,2,8419,29031,1,2
334,456839261,456972077,132816,5.123250396517,8419,29031,1,2,5954,20531,1,1
335,456972077,458353213,1381136,6.140236445517,5954,20531,1,1,5963,20562,2,1
336,458353213,458792809,439596,5.643053732009,5963,20562,2,1,8437,29093,3,2
337,458792809,459736433,943624,5.974798978139,8437,29093,3,2,5972,20593,3,1
338,459736433,461121737,1385304,6.141545088227,5972,20593,3,1,5981,20624,4,1
339,461121737,463155445,2033708,6.308288597017,5981,20624,4,1,8477,29231,1,2
340,463155445,465122437,1966992,6.293802593594,8477,29231,1,2,8495,29293,3,2
341,465122437,465918505,796068,5.900950166687,8495,29293,3,2,6012,20731,1,1
342,465918505,467093597,1175092,6.070071869610,6012,20731,1,1,8513,29355,5,2
343,467093597,467313085,219488,5.341410781178,8513,29355,5,2,6021,20762,2,1
344,467313085,469514993,2201908,6.342799169346,6021,20762,2,1,8535,29431,1,2
345,469514993,470108497,593504,5.773423650287,8535,29431,1,2,6039,20824,4,1
346,470108497,473480033,3371536,6.527827801271,6039,20824,4,1,8571,29555,5,2
347,473480033,474951661,1471628,6.167798042362,8571,29555,5,2,6070,20931,1,1
348,474951661,475917905,966244,5.985086810135,6070,20931,1,1,8593,29631,1,2
349,475917905,476359685,441780,5.645206050860,8593,29631,1,2,6079,20962,2,1
350,476359685,477769793,1410108,6.149252376491,6079,20962,2,1,6088,20993,3,1
351,477769793,477911785,141992,5.152263876399,6088,20993,3,1,8611,29693,3,2
352,477911785,479181985,1270200,6.103872108403,8611,29693,3,2,6097,21024,4,1
353,479181985,479909833,727848,5.862040692976,6097,21024,4,1,8629,29755,5,2
354,479909833,482364181,2454348,6.389936141017,8629,29755,5,2,8651,29831,1,2
355,482364181,484071545,1707364,6.232326120025,8651,29831,1,2,6128,21131,1,1
356,484071545,484371505,299960,5.477063344928,6128,21131,1,1,8669,29893,3,2
357,484371505,485493013,1121508,6.049802375862,8669,29893,3,2,6137,21162,2,1
358,485493013,486382997,889984,5.949382199033,6137,21162,2,1,8687,29955,5,2
359,486382997,486916565,533568,5.727189775481,8687,29955,5,2,6146,21193,3,1
360,486916565,488342201,1425636,6.154008653587,6146,21193,3,1,6155,21224,4,1
361,488342201,488853821,511620,5.708947513367,6155,21224,4,1,8709,30031,1,2
362,488853821,493278157,4424336,6.645848101435,8709,30031,1,2,6186,21331,1,1
363,493278157,494713069,1434912,6.156825267560,6186,21331,1,1,6195,21362,2,1
364,494713069,495386825,673756,5.828502645735,6195,21362,2,1,8767,30231,1,2
365,495386825,497421037,2034212,6.308396211926,8767,30231,1,2,8785,30293,3,2
366,497421037,497589145,168108,5.225588381335,8785,30293,3,2,6213,21424,4,1
367,497589145,499459417,1870272,6.271904772049,6213,21424,4,1,8803,30355,5,2
368,499459417,501963193,2503776,6.398595472176,8803,30355,5,2,8825,30431,1,2
369,501963193,502571497,608304,5.784120672245,8825,30431,1,2,6244,21531,1,1
370,502571497,504010849,1439352,6.158167015593,6244,21531,1,1,8843,30493,3,2
371,504010849,504019853,9004,3.954435486328,8843,30493,3,2,6253,21562,2,1
372,504019853,505470293,1450440,6.161499768156,6253,21562,2,1,6262,21593,3,1
373,505470293,506062673,592380,5.772600387398,6262,21593,3,1,8861,30555,5,2
374,506062673,506922817,860144,5.934571164232,8861,30555,5,2,6271,21624,4,1
375,506922817,508582925,1660108,6.220136342425,6271,21624,4,1,8883,30631,1,2
376,508582925,511951565,3368640,6.527454601255,8883,30631,1,2,6302,21731,1,1
377,511951565,512709293,757728,5.879513335845,6302,21731,1,1,8919,30755,5,2
378,512709293,513413365,704072,5.847617073352,8919,30755,5,2,6311,21762,2,1
379,513413365,514877249,1463884,6.165506664048,6311,21762,2,1,6320,21793,3,1
380,514877249,515246021,368772,5.566757938664,6320,21793,3,1,8941,30831,1,2
381,515246021,516343217,1097196,6.040284215647,8941,30831,1,2,6329,21824,4,1
382,516343217,517320565,977348,5.990049228580,6329,21824,4,1,8959,30893,3,2
383,517320565,519399277,2078712,6.317794323158,8959,30893,3,2,8977,30955,5,2
384,519399277,521418361,2019084,6.305154387283,8977,30955,5,2,6360,21931,1,1
385,521418361,521952481,534120,5.727638840330,6360,21931,1,1,8999,31031,1,2
386,521952481,522893605,941124,5.973646848685,8999,31031,1,2,6369,21962,2,1
387,522893605,524040469,1146864,6.059511920472,6369,21962,2,1,9017,31093,3,2
388,524040469,525850345,1809876,6.257648821079,9017,31093,3,2,6387,22024,4,1
389,525850345,528702305,2851960,6.455143430050,6387,22024,4,1,9057,31231,1,2
390,528702305,530971885,2269580,6.355945495713,9057,31231,1,2,6418,22131,1,1
391,530971885,532460573,1488688,6.172803687627,6418,22131,1,1,6427,22162,2,1
392,532460573,532909337,448764,5.652018010395,6427,22162,2,1,9093,31355,5,2
393,532909337,533951345,1042008,6.017871053265,9093,31355,5,2,6436,22193,3,1
394,533951345,535444201,1492856,6.174017917958,6436,22193,3,1,6445,22224,4,1
395,535444201,535495493,51292,4.710049633595,6445,22224,4,1,9115,31431,1,2
396,535495493,537610369,2114876,6.325284908782,9115,31431,1,2,9133,31493,3,2
397,537610369,539729413,2119044,6.326139974530,9133,31493,3,2,9151,31555,5,2
398,539729413,540612137,882724,5.945824934592,9151,31555,5,2,6476,22331,1,1
399,540612137,542114269,1502132,6.176708098016,6476,22331,1,1,6485,22362,2,1
400,542114269,542332045,217776,5.338010016642,6485,22362,2,1,9173,31631,1,2
401,542332045,543618485,1286440,6.109389535376,9173,31631,1,2,6494,22393,3,1
402,543618485,544460365,841880,5.925250192388,6494,22393,3,1,9191,31693,3,2
403,544460365,545124785,664420,5.822442696866,9191,31693,3,2,6503,22424,4,1
404,545124785,546592853,1468068,6.166746172297,6503,22424,4,1,9209,31755,5,2
405,546592853,549211961,2619108,6.418153407107,9209,31755,5,2,9231,31831,1,2
406,549211961,550339117,1127156,6.051984027182,9231,31831,1,2,6534,22531,1,1
407,550339117,551854693,1515576,6.180577719360,6534,22531,1,1,6543,22562,2,1
408,551854693,553499657,1644964,6.216156397865,6543,22562,2,1,9267,31955,5,2
409,553499657,554892097,1392440,6.143776490574,9267,31955,5,2,6561,22624,4,1
410,554892097,556135241,1243144,6.094521438202,6561,22624,4,1,9289,32031,1,2
411,556135241,558290449,2155208,6.333489190456,9289,32031,1,2,9307,32093,3,2
412,558290449,560152825,1862376,6.270067366355,9307,32093,3,2,6592,22731,1,1
413,560152825,561681845,1529020,6.184413166140,6592,22731,1,1,6601,22762,2,1
414,561681845,563101885,1420040,6.152300577858,6601,22762,2,1,9347,32231,1,2
415,563101885,563212949,111064,5.045573310651,9347,32231,1,2,6610,22793,3,1
416,563212949,564746137,1533188,6.185595411447,6610,22793,3,1,6619,22824,4,1
417,564746137,565270537,524400,5.719662683018,6619,22824,4,1,9365,32293,3,2
418,565270537,567443357,2172820,6.337023750138,9365,32293,3,2,9383,32355,5,2
419,567443357,570053261,2609904,6.416624532995,9383,32355,5,2,6650,22931,1,1
420,570053261,570111893,58632,4.768134708685,6650,22931,1,1,9405,32431,1,2
421,570111893,571595725,1483832,6.171384732747,9405,32431,1,2,6659,22962,2,1
422,571595725,573140273,1544548,6.188801409440,6659,22962,2,1,6668,22993,3,1
423,573140273,574480253,1339980,6.127098316309,6668,22993,3,1,9441,32555,5,2
424,574480253,574686905,206652,5.315239612786,9441,32555,5,2,6677,23024,4,1
425,574686905,577165265,2478360,6.394164391087,6677,23024,4,1,9463,32631,1,2
426,577165265,579360805,2195540,6.341541353816,9463,32631,1,2,9481,32693,3,2
427,579360805,580040425,679620,5.832266150894,9481,32693,3,2,6708,23131,1,1
428,580040425,581560513,1520088,6.181868730582,6708,23131,1,1,9499,32755,5,2
429,581560513,581596333,35820,4.554125581513,9499,32755,5,2,6717,23162,2,1
430,581596333,584262001,2665668,6.425806058526,6717,23162,2,1,9521,32831,1,2
431,584262001,584714401,452400,5.655522596253,9521,32831,1,2,6735,23224,4,1
432,584714401,586470985,1756584,6.244668922625,6735,23224,4,1,9539,32893,3,2
433,586470985,588684137,2213152,6.345011242438,9539,32893,3,2,9557,32955,5,2
434,588684137,590114317,1430180,6.155390700463,9557,32955,5,2,6766,23331,1,1
435,590114317,591402101,1287784,6.109843024922,6766,23331,1,1,9579,33031,1,2
436,591402101,591683669,281568,5.449583296020,9579,33031,1,2,6775,23362,2,1
437,591683669,593255105,1571436,6.196296698168,6775,23362,2,1,6784,23393,3,1
438,593255105,594828625,1573520,6.196872267322,6784,23393,3,1,6793,23424,4,1
439,594828625,598585565,3756940,6.574834259243,6793,23424,4,1,9637,33231,1,2
440,598585565,600274937,1689372,6.227725291820,9637,33231,1,2,6824,23531,1,1
441,600274937,600821437,546500,5.737590166286,6824,23531,1,1,9655,33293,3,2
442,600821437,601857733,1036296,6.015483821824,9655,33293,3,2,6833,23562,2,1
443,601857733,603061477,1203744,6.080534135419,6833,23562,2,1,9673,33355,5,2
444,603061477,603442613,381136,5.581079971766,9673,33355,5,2,6842,23593,3,1
445,603442613,605029577,1586964,6.200567074972,6842,23593,3,1,6851,23624,4,1
446,605029577,605812393,782816,5.893659693635,6851,23624,4,1,9695,33431,1,2
447,605812393,608061709,2249316,6.352050472517,9695,33431,1,2,9713,33493,3,2
448,608061709,610315193,2253484,6.352854478876,9713,33493,3,2,9731,33555,5,2
449,610315193,610522285,207092,5.316163322346,9731,33555,5,2,6882,23731,1,1
450,610522285,612118525,1596240,6.203098189546,6882,23731,1,1,6891,23762,2,1
451,612118525,613082585,964060,5.984104063839,6891,23762,2,1,9753,33631,1,2
452,613082585,615317257,2234672,6.349213787404,9753,33631,1,2,6909,23824,4,1
453,615317257,617612273,2295016,6.360785717624,6909,23824,4,1,9789,33755,5,2
454,617612273,620396141,2783868,6.444648638902,9789,33755,5,2,9811,33831,1,2
455,620396141,620856361,460220,5.662965488085,9811,33831,1,2,6940,23931,1,1
456,620856361,622466045,1609684,6.206740627258,6940,23931,1,1,6949,23962,2,1
457,622466045,622672345,206300,5.314499227973,6949,23962,2,1,9829,33893,3,2
458,622672345,624077813,1405468,6.147820961945,9829,33893,3,2,6958,23993,3,1
459,624077813,624952717,874904,5.941960402099,6958,23993,3,1,9847,33955,5,2
460,624952717,625691665,738948,5.868613878033,9847,33955,5,2,6967,24024,4,1
461,625691665,627753061,2061396,6.314161428992,6967,24024,4,1,9869,34031,1,2
462,627753061,630042709,2289648,6.359768721026,9869,34031,1,2,9887,34093,3,2
463,630042709,631277165,1234456,6.091475614885,9887,34093,3,2,6998,24131,1,1
464,631277165,632900293,1623128,6.210352769673,6998,24131,1,1,7007,24162,2,1
465,632900293,634525505,1625212,6.210910020346,7007,24162,2,1,7016,24193,3,1
466,634525505,635153345,627840,5.797848981364,7016,24193,3,1,9927,34231,1,2
467,635153345,636152801,999456,5.999763679517,9927,34231,1,2,7025,24224,4,1
468,636152801,639763697,3610896,6.557614980181,7025,24224,4,1,9963,34355,5,2
469,639763697,641784697,2021000,6.305566313515,9963,34355,5,2,7056,24331,1,1
470,641784697,642596993,812296,5.909714314638,7056,24331,1,1,9985,34431,1,2
471,642596993,643421269,824276,5.916072654909,9985,34431,1,2,7065,24362,2,1
472,643421269,644913529,1492260,6.173844497887,7065,24362,2,1,10003,34493,3,2
473,644913529,646700665,1787136,6.252157603318,10003,34493,3,2,7083,24424,4,1
474,646700665,647234233,533568,5.727189775481,7083,24424,4,1,10021,34555,5,2
475,647234233,650084005,2849772,6.454810115060,10021,34555,5,2,10043,34631,1,2
476,650084005,652378957,2294952,6.360773606495,10043,34631,1,2,7114,24531,1,1
477,652378957,652413985,35028,4.544415341036,7114,24531,1,1,10061,34693,3,2
478,652413985,654028973,1614988,6.208169299699,10061,34693,3,2,7123,24562,2,1
479,654028973,654748133,719160,5.856825523744,7123,24562,2,1,10079,34755,5,2
480,654748133,655681073,932940,5.969853713943,10079,34755,5,2,7132,24593,3,1
481,655681073,657335257,1654184,6.218583815821,7132,24593,3,1,7141,24624,4,1
482,657335257,657614381,279124,5.445797180163,7141,24624,4,1,10101,34831,1,2
483,657614381,662305397,4691016,6.671266914230,10101,34831,1,2,10137,34955,5,2
484,662305397,663059945,754548,5.877686872305,10137,34955,5,2,7172,24731,1,1
485,663059945,664657157,1597212,6.203362564429,7172,24731,1,1,10155,35017,7,2
486,664657157,664723405,66248,4.821172771634,10155,35017,7,2,7181,24762,2,1
487,664723405,665188121,464716,5.667187625335,7181,24762,2,1,10159,35031,1,2
488,665188121,666388949,1200828,6.079480805904,10159,35031,1,2,7190,24793,3,1
489,666388949,667544989,1156040,6.062972861315,7190,24793,3,1,10177,35093,3,2
490,667544989,668056577,511588,5.708920348952,10177,35093,3,2,7199,24824,4,1
491,668056577,672805225,4748648,6.676569978105,7199,24824,4,1,10217,35231,1,2
492,672805225,673827661,1022436,6.009636132604,10217,35231,1,2,7230,24931,1,1
493,673827661,675175537,1347876,6.129649940424,7230,24931,1,1,10235,35293,3,2
494,675175537,675504565,329028,5.517232857610,10235,35293,3,2,7239,24962,2,1
495,675504565,677550017,2045452,6.310789292497,7239,24962,2,1,10253,35355,5,2
496,677550017,678864625,1314608,6.118796270836,10253,35355,5,2,7257,25024,4,1
497,678864625,679928665,1064040,6.026957954512,7257,25024,4,1,10271,35417,7,2
498,679928665,680465693,537028,5.729996929887,10271,35417,7,2,10275,35431,1,2
499,680465693,680547781,82088,4.914279674602,10275,35431,1,2,7266,25055,5,1
500,680547781,684682105,4134324,6.616404508551,7266,25055,5,1,7288,25131,1,1
501,684682105,685237373,555268,5.744502645877,7288,25131,1,1,10311,35555,5,2
502,685237373,686372453,1135080,6.055026471515,10311,35555,5,2,7297,25162,2,1
503,686372453,687629465,1257012,6.099339423676,7297,25162,2,1,10329,35617,7,2
504,687629465,688064885,435420,5.638908373465,10329,35617,7,2,7306,25193,3,1
505,688064885,688169525,104640,5.019697730980,7306,25193,3,1,10333,35631,1,2
506,688169525,689759401,1589876,6.201363253493,10333,35631,1,2,7315,25224,4,1
507,689759401,690566725,807324,5.907047863313,7315,25224,4,1,10351,35693,3,2
508,690566725,691456001,889276,5.949036571627,10351,35693,3,2,7324,25255,5,1
509,691456001,692968093,1512092,6.179578215687,7324,25255,5,1,10369,35755,5,2
510,692968093,695373629,2405536,6.381211860712,10369,35755,5,2,10387,35817,7,2
511,695373629,695623277,249648,5.397328091150,10387,35817,7,2,7346,25331,1,1
512,695623277,695916721,293444,5.467525233994,7346,25331,1,1,10391,35831,1,2
513,695916721,697327069,1410348,6.149326287004,10391,35831,1,2,7355,25362,2,1
514,697327069,698327365,1000296,6.000128532145,7355,25362,2,1,10409,35893,3,2
515,698327365,699032945,705580,5.848546262015,10409,35893,3,2,7364,25393,3,1
516,699032945,700740905,1707960,6.232477695403,7364,25393,3,1,7373,25424,4,1
517,700740905,700742177,1272,3.104487111312,7373,25424,4,1,10427,35955,5,2
518,700742177,702450949,1708772,6.232684119042,10427,35955,5,2,7382,25455,5,1
519,702450949,703161157,710208,5.851385560019,7382,25455,5,1,10445,36017,7,2
520,703161157,703707281,546124,5.737291262488,10445,36017,7,2,10449,36031,1,2
521,703707281,706651177,2943896,6.468922463470,10449,36031,1,2,7404,25531,1,1
522,706651177,708368413,1717236,6.234829984418,7404,25531,1,1,7413,25562,2,1
523,708368413,710992049,2623636,6.418903581406,7413,25562,2,1,10503,36217,7,2
524,710992049,711541205,549156,5.739695733003,10503,36217,7,2,10507,36231,1,2
525,711541205,711809137,267932,5.428024585924,10507,36231,1,2,7431,25624,4,1
526,711809137,713978737,2169600,6.336379672187,7431,25624,4,1,10525,36293,3,2
527,713978737,716420437,2441700,6.387692303201,10525,36293,3,2,10543,36355,5,2
528,716420437,717765805,1345368,6.128841093639,10543,36355,5,2,7462,25731,1,1
529,717765805,718866305,1100500,6.041590046889,7462,25731,1,1,10561,36417,7,2
530,718866305,719418493,552188,5.742086964436,10561,36417,7,2,10565,36431,1,2
531,719418493,719496485,77992,4.892050057382,10565,36431,1,2,7471,25762,2,1
532,719496485,721229249,1732764,6.238739416449,7471,25762,2,1,7480,25793,3,1
533,721229249,721869469,640220,5.806329237059,7480,25793,3,1,10583,36493,3,2
534,721869469,722964097,1094628,6.039266552970,10583,36493,3,2,7489,25824,4,1
535,722964097,724324613,1360516,6.133703653555,7489,25824,4,1,10601,36555,5,2
536,724324613,724701029,376416,5.575668075340,10601,36555,5,2,7498,25855,5,1
537,724701029,727339145,2638116,6.421293887894,7498,25855,5,1,10623,36631,1,2
538,727339145,728967161,1628016,6.211658668783,10623,36631,1,2,7520,25931,1,1
539,728967161,730711285,1744124,6.241577358235,7520,25931,1,1,7529,25962,2,1
540,730711285,732272153,1560868,6.193366177056,7529,25962,2,1,10659,36755,5,2
541,732272153,732457493,185340,5.267969158685,10659,36755,5,2,7538,25993,3,1
542,732457493,734205785,1748292,6.242613970288,7538,25993,3,1,7547,26024,4,1
543,734205785,734744909,539124,5.731688665599,7547,26024,4,1,10677,36817,7,2
544,734744909,735303161,558252,5.746830287655,10677,36817,7,2,10681,36831,1,2
545,735303161,735956161,653000,5.814913181275,10681,36831,1,2,7556,26055,5,1
546,735956161,737781025,1824864,6.261230503724,7556,26055,5,1,10699,36893,3,2
547,737781025,740255245,2474220,6.393438313134,10699,36893,3,2,7578,26131,1,1
548,740255245,740263057,7812,3.892762234616,7578,26131,1,1,10717,36955,5,2
549,740263057,742012813,1749756,6.242977491405,10717,36955,5,2,7587,26162,2,1
550,742012813,742749257,736444,5.867139728211,7587,26162,2,1,10735,37017,7,2
551,742749257,743310541,561284,5.749182662368,10735,37017,7,2,10739,37031,1,2
552,743310541,745534201,2223660,6.347068383894,10739,37031,1,2,7605,26224,4,1
553,745534201,745801849,267648,5.427564002466,7605,26224,4,1,10757,37093,3,2
554,745801849,747298021,1496172,6.174981522911,10757,37093,3,2,7614,26255,5,1
555,747298021,750796969,3498948,6.543937488216,7614,26255,5,1,10793,37217,7,2
556,750796969,751361285,564316,5.751522363956,10793,37217,7,2,10797,37231,1,2
557,751361285,751630057,268772,5.429384023017,10797,37231,1,2,7636,26331,1,1
558,751630057,753401069,1771012,6.248221503887,7636,26331,1,1,7645,26362,2,1
559,753401069,755174165,1773096,6.248732250063,7645,26362,2,1,7654,26393,3,1
560,755174165,756374957,1200792,6.079467785858,7654,26393,3,1,10833,37355,5,2
561,756374957,756949345,574388,5.759205358135,10833,37355,5,2,7663,26424,4,1
562,756949345,758726609,1777264,6.249751943971,7663,26424,4,1,7672,26455,5,1
563,758726609,758888045,161436,5.208000388242,7672,26455,5,1,10851,37417,7,2
564,758888045,759455393,567348,5.753849528238,10851,37417,7,2,10855,37431,1,2
565,759455393,761973589,2518196,6.401089529746,10855,37431,1,2,10873,37493,3,2
566,761973589,763091597,1118008,6.048444911192,10873,37493,3,2,7694,26531,1,1
567,763091597,764495953,1404356,6.147477214088,7694,26531,1,1,10891,37555,5,2
568,764495953,764876053,380100,5.579897869603,10891,37555,5,2,7703,26562,2,1
569,764876053,766662593,1786540,6.252012744347,7703,26562,2,1,7712,26593,3,1
570,766662593,767022485,359892,5.556172192876,7712,26593,3,1,10909,37617,7,2
571,767022485,767592865,570380,5.756164288860,10909,37617,7,2,10913,37631,1,2
572,767592865,768451217,858352,5.933665423406,10913,37631,1,2,7721,26624,4,1
573,768451217,770124505,1673288,6.223570696519,7721,26624,4,1,10931,37693,3,2
574,770124505,772660313,2535808,6.404116367626,10931,37693,3,2,10949,37755,5,2
575,772660313,774639865,1979552,6.296566914533,10949,37755,5,2,7752,26731,1,1
576,774639865,775200289,560424,5.748516725551,7752,26731,1,1,10967,37817,7,2
577,775200289,775773701,573412,5.758466777343,10967,37817,7,2,10971,37831,1,2
578,775773701,776437765,664064,5.822209937060,10971,37831,1,2,7761,26762,2,1
579,776437765,780039817,3602052,6.556549978098,7761,26762,2,1,7779,26824,4,1
580,780039817,780868037,828220,5.918145713711,7779,26824,4,1,11007,37955,5,2
581,780868037,781843969,975932,5.989419558390,11007,37955,5,2,7788,26855,5,1
582,781843969,783997901,2153932,6.333231988428,7788,26855,5,1,11029,38031,1,2
